TITLE_RULE2,KEEP MOVING (UP)!,RESTEZ EN MOUVEMENT (ET GRIMPEZ) !,CONTINUA A SALIRE!,BEWEG DICH (NACH OBEN)!,¡NO DEJES DE MOVERTE (HACIA ARRIBA)!,¡SIGUE AVANZANDO (HACIA ARRIBA)!,CONTINUE SUBINDO!,ВСЕГДА ДВИГАЙТЕСЬ (ВВЕРХ)!,ПРОДОВЖУЙТЕ ПІДЙОМ!,（向上）动起来！,,とにかく登れ！,계속 위로 올라가라!,RUSZAJ SIĘ (W GÓRĘ)!,YÜRÜMEYE DEVAM ET (YUKARI DOĞRU)!,ENDLINE
BODY_RULE2,"	Obviously, you're not going to make it up a mountain without climbing.<br><br>	You can climb almost any surface, so long as you have the stamina!","	Évidemment, qui dit sommet, dit escalade.<br><br>	Vous pouvez escalader presque toutes les surfaces, votre énergie est votre seule limite !","	Ovviamente, non arriverai mai in cima a una montagna senza arrampicarti.<br><br>	Puoi arrampicarti su quasi ogni superficie, se hai abbastanza energia!","	Ohne zu klettern, kommst du natürlich keinen Berg hoch.<br><br>	Du kannst an fast jeder Oberfläche klettern, solange du genug Ausdauer hast!","	Como es lógico, no se puede alcanzar la cima de una montaña sin escalar.<br><br>	Puedes escalar casi cualquier superficie, ¡siempre y cuando te quede aguante!","	Obviamente, no vas a subir una montaña sin escalar.<br><br>	Puedes escalar casi cualquier superficie, ¡siempre y cuando tengas la resistencia suficiente!",Não espere que a montanha se escale sozinha.<br><br>	Você pode escalar em qualquer superfície desde que você tenha o vigor para tanto!,"	Понятное дело, чтобы подняться на гору, придется взбираться на скалы.<br><br>	Вы можете взбираться почти по любой поверхности, пока не устали!",До вершини самі ноги не донесуть — доведеться підніматися.<br><br>	Залазити можна майже на будь-що — аби тільки вистачило витривалості!,当然，山不爬是上不去的。<br><br>	不过也请相信自己，只要有体力，什么表面统统都能爬上去！,,当然のことではあるが、登ることなく山頂にたどり着くことはない。<br><br>	スタミナさえあれば、ほとんどすべての壁を登れるぞ！,당연한 얘기지만 정상에 도달하려면 산을 올라야 한다.<br><br>	스태미나만 있으면 웬만한 곳은 다 올라갈 수 있다!,"	Oczywiście nie dostaniesz się na szczyt bez wspinaczki.<br><br>	Możesz wspinać się prawie na każdej powierzchni, jeśli tylko dysponujesz wytrzymałością!",Besbelli ki bir dağın tepesine tırmanmadan ulaşamazsın.<br><br>	Yeterli enerjin varsa herhangi bir yüzeye tırmanabilirsin!,ENDLINE
PROMPT_RULE2_1,HOLD[USEPRIMARY]EMPTY-HANDED: GRAB WALL,MAINTENIR [USEPRIMARY] (LES MAINS VIDES) : S'ACCROCHER À LA PAROI,TIENI PREMUTO[USEPRIMARY]: AFFERRA LA PARETE,MIT LEEREN HÄNDEN[USEPRIMARY]HALTEN: WAND GREIFEN,MANTÉN[USEPRIMARY]CON LAS MANOS VACÍAS: AGARRARTE A LA PARED,MANTENER PRESIONADO[USEPRIMARY]CON LAS MANOS VACÍAS: AGARRARSE A LA PARED,"DE MÃO VAZIAS, SEGURE[USEPRIMARY]PARA AGARRAR A PAREDE.",УДЕРЖИВАЙТЕ[USEPRIMARY]С ПУСТЫМИ РУКАМИ: УЦЕПИТСЯ ЗА СТЕНУ,"УТРИМУВАТИ[USEPRIMARY](БЕЗ ПРЕДМЕТА), ЩОБ ВХОПИТИСЯ ЗА СТІНУ",空手时按住 [USEPRIMARY]：抓住岩壁,,手に何も持っていない状態で[USEPRIMARY]を長押し：壁をつかむ,맨손으로 [USEPRIMARY] 길게 누르기: 벽 잡기,PRZYTRZYMAJ[USEPRIMARY]Z PUSTYMI RĘKAMI: CHWYĆ SIĘ ŚCIANY,BASILI TUT[USEPRIMARY]ELLERİN BOŞKEN: DUVARA TUTUN,ENDLINE
PROMPT_RULE2_2,[JUMP]IN AIR: GRAB WALL,[JUMP] EN L'AIR : S'ACCROCHER À LA PAROI,[JUMP]IN ARIA: AFFERRA LA PARETE,[JUMP]IN DER LUFT: WAND GREIFEN,[JUMP]EN EL AIRE: AGARRARTE A LA PARED,[JUMP]EN EL AIRE: AGARRARSE A LA PARED,[JUMP]NO AR PARA AGARRAR A PAREDE,[JUMP]В ВОЗДУХЕ: УЦЕПИТЬСЯ ЗА СТЕНУ,"[JUMP]У ПОВІТРІ: УТРИМУВАТИ, ЩОБ ВХОПИТИСЯ ЗА СТІНУ",在空中按 [JUMP]：抓住岩壁,,空中で[JUMP]：壁をつかむ,공중에서 [JUMP]: 벽 잡기,[JUMP]W POWIETRZU: CHWYĆ SIĘ ŚCIANY,[JUMP]HAVADAYKEN: DUVARA TUTUN,ENDLINE
PROMPT_RULE2_3,[SPRINT]WHILE CLIMBING: LUNGE,[SPRINT] EN ESCALADANT : S'ÉLANCER,[SPRINT]MENTRE TI ARRAMPICHI: BALZA,[SPRINT]BEIM KLETTERN: KLETTERSPRUNG,[SPRINT]MIENTRAS ESCALAS: IMPULSARTE,[SPRINT]MIENTRAS ESCALAS: LANZARSE,[SPRINT]AO ESCALAR PARA DAR IMPULSO,[SPRINT]ПРИ ЛАЗАНИИ: РЫВОК,[SPRINT]ПІД ЧАС ПІДЙОМУ: РІЗКИЙ РИВОК,攀爬时按 [SPRINT]：猛扑,,登っているときに[SPRINT]：飛び移る,등반 중에 [SPRINT]: 뛰어오르기,[SPRINT]PODCZAS WSPINACZKI: RZUĆ SIĘ,[SPRINT]TIRMANIRKEN: ATIL,ENDLINE
TITLE_RULE3,ALWAYS LEND A HAND!,AIDEZ VOS AMIS !,DAI SEMPRE UNA MANO!,GEH ANDEREN ZUR HAND!,¡SIEMPRE HAY QUE ECHAR UNA MANO!,¡SIEMPRE OFRECE UNA MANO!,SEMPRE DÊ UMA MÃO!,ВСЕГДА ПОМОГАЙТЕ ДРУГИМ!,ЗАВЖДИ ПРОСТЯГАЙТЕ РУКУ ДОПОМОГИ!,时刻伸出援手！,,常に手を貸してやれ！,친구에게 손을 내밀어라!,PODAWAJ POMOCNĄ DŁOŃ!,HER ZAMAN YARDIM ELİ UZAT!,ENDLINE
BODY_RULE3,"	Nothing is more important than sticking together as a team!<br><br>	When your hands are empty, reach out to a friend who's mid-climb and help them reach the next ledge safely!","	Quand on forme une équipe, le plus important, c'est de se serrer les coudes !<br><br>	Lorsque vous avez les mains vides, tendez la main vers un ami en contrebas pour l'aider à atteindre la corniche en toute sécurité !","	La cosa più importante è fare squadra!<br><br>	Quando hai le mani libere, allunga un braccio verso un amico che si sta arrampicando e aiutalo a raggiungere l'appoggio successivo!","	Nichts ist wichtiger, als das Team zusammenzuhalten!<br><br>	Wenn du freie Hände hast, kannst du sie einem kletternden Freund reichen und ihm so helfen, den nächsten Vorsprung sicher zu erreichen!","	¡El trabajo en equipo es importantísimo!<br><br>	¡Si tienes las manos vacías, extiéndelas a un amigo que esté escalando para ayudarle a llegar sano y salvo a la siguiente cornisa!","	¡Nada es más importante que permanecer juntos como equipo!<br><br>	Cuando tus manos estén vacías, ¡extiéndele la mano a un amigo que se encuentre a medio escalar y ayúdalo a alcanzar la siguiente saliente de forma segura!","	Nada é mais importante do que manter a equipe unida!<br><br>	Com as mãos vazias, dê assistência a um amigo para ajudá-lo na subida!","	Нет ничего важнее дружной команды!<br><br>	Если у вас в руках ничего нет, потянитесь к карабкающемуся другу и помогите ему взобраться на следующий уступ!","	Діяти як команда — важливіше за все!<br><br>	Якщо ваші руки вільні, простягніть руку другу, який піднімається, і допоможіть йому безпечно дістатися до наступного виступу!",离群孤雁难远行，唯有团队最要紧！<br><br>	只要手上还有空，抓紧给你攀爬中的朋友拉上一把，帮助他们安全爬到下个岩架！,,チームとして一致団結することが何よりも大事だ！<br><br>	手が空いているときは、登っているフレンドのところに行って、次の足場まで安全に引き上げてやろう！,"	한 팀으로 뭉치는 것보다 중요한 건 없다!<br><br>	맨손일 때, 등반 중인 친구에게 손을 내밀면 다음 발판에 안전하게 올라오도록 도와줄 수 있다!","	Najważniejsze to trzymać się razem!<br><br>	Kiedy masz puste ręce, sięgnij w stronę druha, który właśnie się wspina, i pomóż mu dostać się bezpiecznie na następną półkę!",Hiçbir şey bir takım olarak dayanışma yapmaktan daha önemli değildir!<br><br>	Ellerin boşken tırmanan bir arkadaşına elini uzat ve bir sonraki düzlüğe güvenle ulaşmasına yardım et!,ENDLINE
PROMPT_RULE3,[USESECONDARY] EMPTY-HANDED: HELP UP FRIEND,[USESECONDARY] (LES MAINS VIDES) : AIDER UN AMI,[USESECONDARY] A MANI VUOTE: AIUTA UN AMICO,[USESECONDARY]MIT LEEREN HÄNDEN: EINEM FREUND HOCHHELFEN,[USESECONDARY] CON LAS MANOS VACÍAS: IZAR A UN AMIGO,[USESECONDARY] CON LAS MANOS VACÍAS: AYUDAR A UN AMIGO,"DE MÃO VAZIAS, USE[USESECONDARY]PARA PUXAR UM AMIGO",[USESECONDARY] С ПУСТЫМИ РУКАМИ: ПОМОЧЬ ДРУГУ,[USESECONDARY] ВІЛЬНІ РУКИ: ДОПОМОГТИ ДРУГУ ПІДНЯТИСЯ,空手时按 [USESECONDARY]：帮助朋友,,手に何も持っていない状態で[USESECONDARY]：フレンドを上に引き上げる,맨손으로 [USESECONDARY]: 친구 올려 주기,[USESECONDARY] Z PUSTYMI RĘKAMI: WCIĄGNIJ DRUHA,[USESECONDARY] ELLERİN BOŞKEN: ARKADAŞI YUKARI ÇEK,ENDLINE
BODY_RULE3_1,"	You can help from below, too! Crouch down and let a fellow scout stand on your head, then jump to give them a boost!","	Vous pouvez aussi aider un ami qui se trouve à côté de vous ! Accroupissez-vous, laissez-le monter sur votre tête, puis sautez pour lui permettre d'atteindre une prise en hauteur !","	Puoi aiutare anche dal basso! Accovacciati e lascia che un compagno ti salga sulla testa, poi salta per dargli una spinta!","	Du kannst auch von unten helfen! Geh in die Hocke und lass einen anderen Pfadfinder auf deinem Kopf steigen. Springe dann, um ihm einen Schub zu geben!","	¡También puedes ayudar desde abajo! Agáchate para que un compañero explorador se suba encima de ti, ¡y luego salta para darle impulso!",¡También puedes ayudar desde abajo! ¡Agáchate y deja que un compañero explorador se pare sobre tu cabeza y luego salta para darle un impulso!,"	Você pode ajudar por baixo também! Agache-se para deixar um escoteiro subir na sua cabeça, depois pule para dar um impulso a ele!","	Снизу тоже можно помочь! Пригнитесь, чтобы позволить другому скауту встать вам на голову, и подпрыгните, чтобы подбросить его в воздух!","	Ви можете допомагати і знизу! Присядьте й дозвольте другу встати на вашу голову, а потім стрибніть, щоб підштовхнути його!",就算是在下边也能帮忙！蹲下来让一位童军伙伴站你头上，跳起来给下助力吧！,,下から手を貸すこともできる！しゃがんで仲間を自分の頭の上に乗せてやろう。そのままジャンプすると仲間が勢いよく飛び上がるぞ！,밑에서도 친구를 도와줄 수 있다! 앉은 상태에서 친구 스카우트가 머리 위에 올라서게 한 다음 점프하면 친구를 높이 올려 줄 수 있다!,"Możesz pomagać też od dołu! Kucnij i pozwól druhowi stanąć na twojej głowie, a następnie skocz, aby podrzucić go do góry.",Aşağıdan da yardımcı olabilirsin! Çömel ve bir izci arkadaşının kafana çıkmasına izin ver. Zıplayarak onu yukarı it!,ENDLINE
PROMPT_RULE3_1,[CROUCH]CROUCH,[CROUCH] : S'ACCROUPIR,[CROUCH]ACCOVACCIATI,[CROUCH]DUCKEN,[CROUCH]AGACHARSE,[CROUCH]AGACHARSE,[CROUCH]PARA AGACHAR,[CROUCH]ПРИГНУТЬСЯ,[CROUCH]ПРИСІСТИ,[CROUCH] 蹲伏,,[CROUCH]しゃがむ,[CROUCH]앉기,[CROUCH]KUCNIJ,[CROUCH]ÇÖMEL,ENDLINE
TITLE_RULE4,"STAY ALERT, STAY ALIVE!","RESTEZ VIGILANTS, RESTEZ EN VIE !",VIGILANZA INNANZITUTTO!,"BLEIB WACHSAM, BLEIB AM LEBEN!","¡PERMANECE ALERTA, PERMANECE A SALVO!","PERMANECE ALERTA, ¡Y CON VIDA!","ESCOTEIRO ALERTA, ESCOTEIRO VIVO!","БУДЬТЕ НАЧЕКУ, ЧТОБЫ ВЫЖИТЬ!",БУДЬТЕ НАПОГОТОВІ — ЗАЛИШАЙТЕСЯ В ЖИВИХ!,保持警戒，保持小命！,,注意一秒、怪我一生！,살아남으려면 정신 바짝 차려라!,ORIENTUJ SIĘ I PRZEŻYJ!,"TETİKTE KAL, HAYATTA KAL!",ENDLINE
BODY_RULE4,"	An effective scout keeps an eye on their <color=#0f7f00>Stamina Bar</color> at all times. If it runs out, you'll be temporarily unable to run, jump, and most importantly, climb. <br><br>	Worst case scenario, you could fall off the mountain to your death, which is the worst thing to fall off to!","	Tout scout qui se respecte sait qu'il faut toujours garder un œil sur sa <color=#0f7f00>jauge d'énergie</color>. Si elle tombe à zéro, vous serez temporairement incapable de courir, de sauter et surtout, d'escalader.<br><br>	Dans les cas extrêmes, vous pourriez même faire une chute mortelle, qui est la pire chute imaginable !","	Uno scout efficiente tiene sempre d'occhio la sua <color=#0f7f00>barra dell'energia</color>. Se si esaurisce, non potrai correre, saltare o, cosa più importante, arrampicarti. <br><br>	Nel peggiore dei casi, potresti cadere giù dalla montagna... e sarebbe davvero un brutto modo di morire!","	Ein guter Pfadfinder behält seine <color=#0f7f00>Ausdauerleiste</color> immer im Auge. Wenn sie aufgebraucht ist, kannst du vorübergehend nicht mehr sprinten, springen und vor allem nicht mehr klettern.<br><br>	Im schlimmsten Fall könntest du vom Berg in den Tod stürzen, und das ist das Schlimmste, in das man stürzen kann!","	Un explorador competente no quita el ojo de su <color=#0f7f00>barra de aguante</color>. Si se te agota, durante un tiempo no podrás correr, saltar ni, lo que es más importante, escalar. <br><br>	¡En el peor de los casos hasta podrías despeñarte montaña abajo, que es la peor dirección en la que despeñarse!","	Un explorador eficaz no pierde de vista su <color=#0f7f00>barra de resistencia</color> en ningún momento. Si se agota, no podrás correr, saltar y, sobre todo, escalar, durante un tiempo. <br><br>	En el peor de los casos, podrías caer de la montaña y morir. ¡La peor caída de todas!","	Um escoteiro que se preze sempre está de olho na sua <color=#0f7f00>Barra de Vigor</color>. Ao ser consumida por completo, você ficará sem poder correr, pular e, mais importante, escalar.<br><br>	Sem vigor, você pode acabar caindo da montanha e morrer — de longe uma das piores coisas que pode acontecer com você!","	Хороший скаут всегда следит за своей <color=#0f7f00>шкалой выносливости</color>. Если она опустеет, вы какое-то время не сможете бегать, прыгать и, что важнее, лезть вверх. <br><br>	В худшем случае вы можете упасть со скалы и разбиться. Хуже не придумаешь!","	Ефективний скаут завжди слідкує за своєю <color=#0f7f00>шкалою витривалості</color>. Якщо витривалість закінчиться, ви тимчасово не зможете бігати, стрибати й, найголовніше, підніматися. <br><br>	У найгіршому разі ви можете впасти з гори й розбитися на смерть — досвід так собі!",优秀的童军总会时刻留意自己的<color=#0f7f00>体力条</color>。如果体力耗尽，你将暂时无法奔跑、无法跳跃，当然还有最重要的——无法攀爬。<br><br>	最糟糕的情况，你可能会直接跌下山去摔死，迎来人生最惨的大起大落！,,有能なスカウトは<color=#0f7f00>スタミナバー</color>を常にチェックしているぞ。スタミナが尽きると、一時的に走ることも、ジャンプすることも、そして最も重要なことだが、登ることもままならなくなる。<br><br>	最悪の場合、滑落して命を落としてしまう。こんな結末は絶対に避けねばならない！,"	영리한 스카우트는 항상 <color=#0f7f00>스태미나 바</color>를 주시한다. 스태미나가 바닥나면 일시적으로 뛰거나, 점프하거나, 등반할 수 없게 된다. <br><br>	최악의 경우 산에서 떨어져 죽을 수도 있다! 이보다 나쁜 결말도 없지!","	Porządny harcerz zawsze zwraca uwagę na <color=#0f7f00>pasek wytrzymałości</color>. Jeśli zostanie on wyzerowany, tymczasowo niemożliwe będzie skakanie oraz, co ważniejsze, wspinanie. <br><br>	W najgorszym przypadku spadniesz z góry i zabijesz się na śmierć, a nie ma nic bardziej zabójczego!","	Etkili bir izci gözünü <color=#0f7f00>Enerji Çubuğu</color>'ndan asla ayırmaz. Eğer biterse geçici bir süre zıplayamaz, koşamaz ve en önemlisi tırmanamazsın. <br><br>	En kötü ihtimalle dağdan ölümüne düşebilirsin ki bu da en kötü düşüş türüdür!",ENDLINE
TITLE_RULE5,LIFE IS PAIN!,LA VIE EST SOUFFRANCE !,LA VITA È SOFFERENZA!,LEBEN IST SCHMERZ!,¡LA VIDA ES DOLOR!,¡LA VIDA ESTÁ LLENA DE DOLOR!,VIVER É UMA DOR!,ЖИЗНЬ — БОЛЬ!,ХОЧЕТЕ ЖИТИ — ПРИГОТУЙТЕСЯ ТЕРПІТИ!,生命在于疼痛！,,生きるって痛い！,인생은 고통의 연속이다!,ŻYCIE TO CIERPIENIE!,HAYAT ACIDIR!,ENDLINE
BODY_RULE5,"	As you make your way through the untamed wilderness, it's inevitable that you'll get some scratches and bumps.<br><br>	The more hurt you get, the less <color=#0f7f00>Stamina</color> you'll have to run and climb, so tend to your injuries as soon as possible with a bandage or a healing herb!","	À mesure que vous progresserez dans des territoires aussi inconnus qu'hostiles, vous récolterez sans doute quelques bleus et bosses.<br><br>	Plus vos blessures seront nombreuses, plus votre <color=#0f7f00>jauge d'énergie</color> se réduira, ce qui vous empêchera de courir et de grimper. Prenez donc le temps de vous soigner, si possible avec un pansement ou une plante médicinale !","	Mentre attraversi la natura selvaggia, ti coprirai inevitabilmente di graffi e lividi.<br><br>	Più ti fai male, meno <color=#0f7f00>energia</color> avrai per correre e arrampicarti. Cura le ferite appena possibile con una benda o un'erba curativa!","	Auf deinem Weg durch die ungezähmte Wildnis wirst du unweigerlich ein paar Kratzer und Beulen davontragen.<br><br>	Je schlimmer du verletzt bist, desto weniger <color=#0f7f00>Ausdauer</color> hast du zum Sprinten und Klettern, also verarzte dich so schnell wie möglich mit einem Verband oder einem Heilkraut!","	Al abrirte paso por la naturaleza salvaje, te llevarás algunos que otros golpes y arañazos; es inevitable.<br><br>	¡Cuanto más daños acumules, menos <color=#0f7f00>aguante</color> te quedará para correr y escalar, así que procura tratar tus heridas lo antes posible con vendas o hierbas curativas!","	Mientras te abres camino a través de la naturaleza salvaje, será inevitable que sufras algunos arañazos y golpes.<br><br>	Entre más te lastimes, menos <color=#0f7f00>resistencia</color> tendrás para correr y escalar, ¡así que trata tus heridas cuanto antes con una venda o una hierba medicinal!","	Ao desbravar a natureza indomável, é inevitável que sofra alguns arranhões e contusões.<br><br>	Quanto mais ferido ficar, menos <color=#0f7f00>Vigor</color> sobra para correr e escalar. Por isso, use bandagens e ervas medicinais para se curar das lesões o quanto antes!","	Пробираясь через дикие пустоши, вы неизбежно нахватаете царапин и синяков.<br><br>	Чем сильнее вы поранитесь, тем меньше <color=#0f7f00>выносливости</color> у вас будет на бег и лазание, так что постарайтесь сразу обрабатывать раны с помощью повязок или целебных трав!","	Під час вилазок у дику місцевість подряпин і шишок неможливо уникнути.<br><br>	Що більше ви отримуєте травм, то менше залишається <color=#0f7f00>витривалості</color> для бігу і підйому. Тож якнайшвидше беріться до бинтів чи цілющих трав!",在这不羁的荒野蹒跚前行，难免会有些磕磕绊绊。<br><br>	受到的伤害越多，能留给你奔跑攀爬的<color=#0f7f00>体力</color>也就越少，因此务必保持重视，一旦有条件就要用绷带或者治疗药草尽快对伤口进行处理！,,手つかずの自然をかきわけて進むうちに、擦り傷や打撲痕ができるのは仕方のないこと。<br><br>	傷が増えると、走ったり登ったりするための<color=#0f7f00>スタミナ</color>がそれだけ減ってしまう。できるだけ早く包帯や薬草で手当するべし！,"	거친 야생의 산을 탐험하다 보면 긁히거나 멍이 들 수밖에 없다.<br><br>	상처가 심할수록 뛰거나 등반하는 데 필요한 <color=#0f7f00>스태미나</color>가 줄어드니, 붕대나 약초로 최대한 빨리 부상을 치료해라!","Przedzierając się przez dzicz z pewnością zarobisz parę siniaków i zadrapań.<br><br>        Im więcej obrażeń otrzymasz, tym mniej <color=#0f7f00>wytrzymałości</color> zostanie ci na bieganie i wspinaczkę, dlatego jak najszybciej opatrz rany bandażem lub użyj zioła leczącego.","	Yabani bölgelerde yol aldıkça bir yerlerini vurup çizmemen mümkün değil.<br><br>	Ne kadar hasar almışsan koşmak ve tırmanmak için o kadar az <color=#0f7f00>Enerjin</color> olur. Demem o ki, olabildiğince çabuk şifalı bir ot veya bandaj kullanarak yaralarınla ilgilen!",ENDLINE
TITLE_RULE6,STAY HUNGRY,CROQUEZ LA VIE À PLEINES DENTS,MANGIA,BLEIB HUNGRIG,PASA HAMBRE,TEN HAMBRE DE LLEGAR LEJOS,MATE A FOME,ГОЛОД — ВАШ ДРУГ,ГОЛОДУЙТЕ,求生若渴,,空腹に要注意,허기진 상태를 유지해라,GŁÓD TO ZDROWIE,AÇ KAL,ENDLINE
TITLE_RULE6_1,"<BR><SIZE=30>(ACTUALLY, DON'T!)",<BR><SIZE=30>(MAIS ATTENTION À CE QUE VOUS MANGEZ !),<BR><SIZE=30>(CHE TI PASSA!),"<BR><SIZE=30>(BILDLICH GESPROCHEN, DU MUSST ESSEN!)",<BR><SIZE=30>(¡O MEJOR NO!),<BR><SIZE=30>(¡PERO NO DE ALIMENTO!),<BR><SIZE=30>(OU ELA MATA VOCÊ!),<BR><SIZE=30>(НА САМОМ ДЕЛЕ НЕТ!),<BR><SIZE=30>(АЛЕ КРАЩЕ — НЕ ВАРТО!),<BR><SIZE=30>（可别真渴！）</size>,,<BR><SIZE=30>（ハングリー精神も程々に！）,<BR><SIZE=30>(죽고 싶으면!),"<BR><SIZE=30>(NIEPRAWDA, JEDZ!)",<BR><SIZE=30>(ASLINDA KALMA),ENDLINE
BODY_RULE6,"	Getting hurt isn't the only way for your <color=#0f7f00>Stamina</color> to go downhill fast. As you climb, you'll find yourself experiencing <color=#b58200>Hunger</color>, for which 10/10 experts recommend eating food.<br><br>	Be cautious of eating plants from the wilderness! They could poison you and really mess up your day. If you have the option, choose a packaged snack from a corporation you trust!","	Il n'y a pas que les blessures qui feront baisser votre jauge d'<color=#0f7f00>énergie</color> rapidement. Au fil de votre ascension, vous découvrirez la <color=#b58200>faim</color>. 100 % des experts s'accordent à dire que pour lutter contre ce mal, la solution la plus efficace est de manger.<br><br>	Mais attention aux plantes que vous trouverez dans la nature ! Elles risquent de vous empoisonner et de vous faire passer une très mauvaise journée. Si possible, nourrissez-vous plutôt d'aliments emballés issus d'une entreprise digne de confiance !","	Farsi male non è l'unico modo per perdere <color=#0f7f00>energia</color>. Via via che prosegui la tua arrampicata, inizierai a sentire i morsi della <color=#b58200>fame</color>. In questo caso, 10 esperti su 10 raccomandano di mangiare.<br><br>	Ma fai attenzione a quello che trovi in giro: alcune piante potrebbero avvelenarti e rovinarti la giornata. Se puoi, scegli uno snack confezionato di un'azienda affidabile!","	Deine <color=#0f7f00>Ausdauer</color> sinkt nicht nur, wenn du verletzt wirst. Während du kletterst, wirst du früher oder später <color=#b58200>Hunger</color> kriegen. 10/10 Experten empfehlen, bei Hunger etwas zu essen.<br><br>	Aber hüte dich davor, Pflanzen aus der Wildnis zu essen! Sie könnten dich vergiften und dir den Tag versauen. Wenn du die Wahl hast, greif zu einem abgepackten Snack von einem Konzern deines Vertrauens!","	Hacerte daño no es el único modo de que tu <color=#0f7f00>aguante</color> se reduzca. Durante la escalada, tarde o temprano te entrará <color=#b58200>hambre</color>; diez de cada diez expertos recomiendan ingerir alimentos para evitarlo.<br><br>	¡Ojo con las plantas que comes! Podrían envenenarte y fastidiarte el día. ¡Siempre que puedas, elige comidas envasadas de alguna marca de confianza!","	Lastimarte no es la única forma de hacer que tu <color=#0f7f00>resistencia</color> baje con rapidez. Mientras escalas, notarás que te da <color=#b58200>hambre</color>, para lo cual 10 de cada 10 expertos recomiendan comer.<br><br>	¡Ten cuidado al ingerir plantas de la naturaleza! Podrían envenenarte y echarte a perder el día. Si tienes la opción, ¡elige un bocadillo empaquetado de una corporación de confianza!","	Se machucar não é a única forma de limitar o seu <color=#0f7f00>Vigor</color>. Durante a sua escalada, é comum que você sinta <color=#b58200>Fome</color>. Para controlá-la, 10 entre 10 especialistas recomendam consumir alimentos.<br><br>	Mas não vá comer qualquer planta que encontrar por aí! Elas podem ser venenosas e arruinar o seu dia. Se for possível, escolha algum lanche embalado de sua marca de confiança!","	Раны — не единственное, что лишает вас <color=#0f7f00>выносливости</color>. Во время восхождения вы обязательно ощутите <color=#b58200>голод</color>, который 10 из 10 экспертов советуют утолять.<br><br>	Будьте осторожны, если решитесь попробовать дикие растения! Они могут быть ядовитыми и испортят вам весь день. Если есть такая возможность, предпочтите фасованные закуски, произведенные заслуживающей доверия корпорацией!","	Травми — не єдина причина, через яку <color=#0f7f00>витривалість</color> може стрімко впасти. Під час підйому вас почне гризти <color=#b58200>голод</color>, і 10 із 10 експертів радять — їжте!<br><br>	Але будьте уважні з рослинами в дикій природі: деякі можуть отруїти і неабияк зіпсувати день. Краще з’їжте пайок від довіреної корпорації, якщо маєте таку можливість!",并不是只有受伤才会让你的<color=#0f7f00>体力</color>飞流直下。如果攀爬时，腹中的<color=#b58200>饥饿</color>之感逐渐翻涌而来，这就百分百说明你该摄取食物了！<br><br>	野外的植物吃着要小心！万一有毒就得吃不了兜着走！如果有得选，还是先吃你喜欢的那家牌子的包装零食吧！,,<color=#0f7f00>スタミナ</color>を急激に減らすのは怪我だけではない。登っていると<color=#b58200>空腹</color>を感じるようになる。そんなとき、専門家10人中10人が食事を推奨しているぞ。<br><br>	野生の植物を食べるときは注意しよう！毒を持っていた場合、丸一日が台無しになるぞ。選べるのならば、信頼できる会社が作っている袋入りのスナックがおすすめだ！,"	다치지 않아도 <color=#0f7f00>스태미나</color>가 빠르게 감소할 수 있다. 등반 중에 <color=#b58200>허기</color>가 느껴질 때가 있는데, 전문가라면 다들 음식을 먹는 걸 권장할 거다.<br><br>	야생에서는 아무 식물이나 함부로 먹지 마라! 잘못하면 독에 걸려 하루를 망칠 수 있다. 가능하면 믿을 수 있는 회사가 만든 포장된 간식을 먹어라.","	Otrzymywanie ran to niejedyny sposób na szybką utratę <color=#0f7f00>wytrzymałości</color>. Podczas wspinaczki zaczniesz doświadczać <color=#b58200>głodu</color>. W tej sytuacji 10/10 ekspertów zaleca zjedzenie czegoś.<br><br>	Zachowaj ostrożność, gdy sięgasz po dziko rosnące rośliny – możesz się zatruć i porządnie zepsuć sobie dzień. Jeśli to możliwe, lepiej wybierz zapakowaną przekąskę zaufanej korporacji!",Yaralanmak <color=#0f7f00>Enerji</color>'nin hızla azalmasına yol açacak tek şey değil. Tırmandıkça <color=#b58200>Açlık</color> hissettiğini fark edeceksin ki bunun için on uzmandan onu da yemek yemeni önerir.<br><br>	Yabani bölgelerdeki bitkileri yerken dikkatli ol! Seni zehirleyebilir ve gününü gerçekten mahvedebilirler. Eğer mümkünse güvendiğin şirketlerden birinden paketlenmiş bir atıştırmalık seç!,ENDLINE
TITLE_RULE7,DON'T OVERPACK!,NE VOUS SURCHARGEZ PAS !,VIAGGIA LEGGERO!,PACK NICHT ZU VIEL EIN!,¡EVITA EL EXCESO DE CARGA!,¡NO LLEVES COSAS DE MÁS!,NÃO SE SOBRECARREGUE!,НЕ БЕРИТЕ СЛИШКОМ МНОГО!,НЕ БЕРІТЬ З СОБОЮ ЗАЙВОГО!,别装太多！,,詰め込み過ぎ厳禁！,짐은 적당히 싸라!,NIE NOŚ ZBYT WIELE!,ÇANTANI ÇOK DOLDURMA!,ENDLINE
